Date_ajout,pseudo,Voc_range,CECRL,nb_annees_L2,L1,Domaine_de_specialite,Sejours_duree_semaines,Sejours_frequence,Lang_exposition,L2,Note_dialang_ecrit,Lecture_regularite,autre_langue,tache_ecrit,Texte_etudiant,Section_renforcee
2019-04-09 09:47:00,9ad0eb790a7fed94e92d292be276b7bb0e99da828a1120dde3abc9679afc8d40,B1,B1,10.0,French,Medecine,0.0,0,1.0,Anglais,B1,jamais,,Tache_1,"As Alex Dupont said : ""Nothing is without poison, what makes poison is the dose"".
 From my point of view, people who use products or substances to stay active like coffee should not abuse of it. In the normal dose coffee is effective on the brain but if we abuse of it, it could bring an increase of cholesterol rate wich can cause a myocardial infarction for example. However, I think that this sentence is true for substances in everydaylife like coffee or food supplements but with parmacological products we have to be more attentive.",1
2020-10-20 05:34:00,7e40a1eb33175449a773a4a2da01358901e63aa7d4ad6b5429571e29b43247e1,C2,C2,10.0,French,Sports,0.0,0,4.0,Anglais,B2,,,Tache_1,"Last year, in the field of sport, there was an innovation in the training of high level athletes. Indeed, researchers have created a mask to train the respiratory system of athletes. It has begun to appear in MMA athletes and in combat sports in general. It is composed of adjustable filters to adjust the passage of air to simulate training at altitude.
We know that training in the mountains is very beneficial for athletes, as can be seen in cyclists who do a lot of training in the high mountains to develop their cardio-vascular capacities.
They work like this: The higher you are, the more oxygen becomes scarce, which leads to a decrease in oxygenation of the lungs and blood: this is called hypoxia. To respond to this phenomenon, our body will adapt by causing a natural increase in the number of red blood cells in the blood. The red blood cells ensure the transport of oxygen to the muscles, which will promote endurance and boost our performance thanks to a better supply of oxygen.
 I have never been able to try this mask so I can't be certain. Nevertheless, I can make a few guesses. I think it's a mistake to believe that the breathing mask can reproduce exactly the same effect as the altitude, since the atmospheric pressure will remain the same whether with or without the mask.
But I think it can be a good way to prepare for a competition because it reduces the air coming in. So I think it's a big improvement for the sport. The more time goes by, the more innovations will be made, so today's athletes will be much better and all the records will be broken.",0
2018-10-24 10:21:00,b54cd8aff73e02ac060413937e4d177ee1c12760192af5668cce124bbb9270a7,C1,C1,12.0,French,Medecine,4.0,0,9.0,Anglais,B2,quotidienne,,Tache_1,"At the end of my first year of medicine, I spent a month in a psychiatric hospital, the first week as an auxiliary nurse and the 3 next weeks as a nurse, but mostly observing in both cases.
I saw different kinds of patients and pathologies : alcoolics, depressive people and some with more serious deseases as schizophrenia.
I helped with the meal preparation, and the daily life of the patients : helping them to wash themselves, to walk etc
I also participated in the the cleaning of the rooms, the bathrooms and changing the sheats of the beds for example.
In addition, I helped with more medical oriented tasks as taking blood pressures, blood samples, giving medications in the form of pills or injections (in the shoulders or the butt).
But most of the time, patients didn't need a technical medical car but only needed to talk to someone.
 I really enjoyed this time spent in the hospital.
It was my first experience with patients and I appreciated a lot the relationnal aspect of medicine and health care that I couldn't see during my first year when I was working for the contest.
It was also a great discovery to understand that people in psychiatric hospitals are not ""mad"" people as we often think, but are just sick people that need as much care and attention (if it isn't more) as the usual patients with only physical injuries or diseases.
But I also felt powerless when I saw that because the disease couldn't be ""seen"" or ""touched"" it was so difficult to treat it, and that several patients, and some of them very young, were spending several years in those hospitals before doctors could find the appropriate medications that would allow the patients to live a normal life again.",1
2022-09-14 15:29:00,ee95452eb266beafe44d651c329b789d38646e3474e52e4bf970ac9f2a6e55d2,C1,C1,10.0,French,Medecine,1.0,1,10.0,Anglais,,mensuelle,Espagnol,Tache_2,"I have spent my whole life in a small city not far away of Paris. My parents were not rich but they always gave their everything in their own work in order to raise my brothers and I. Thanks to that, I had the possibility to get a proper education even if my school was not the best one. Nevertheless, even if was a hardworking student, I never had a dream or a dream job. Neither do many of my friends. I think that we had too many troubles at this early age to really take the time to dream. But all of that changes in 2018.
My physics teacher decided to organized a conference in my high school which was presented by a scientist. Of course, we did not have the choice, we were forced to go. I didn't expect really much of that conference. In my family, there are no doctor or lawyer, most of my relatives works in the building field and I am sincerely proud of them and I never was ashamed by that. But, I never had the chance to meet a real scientist or even a man with a high education. I admit that I was a little bit excited by this event. This scientist was working in the Paster Institut and he explained to us that he did almost ten years of studies to get there. He told us all of the difficulties that he met during this period of time but above all, he described us how much he was content and passionate about his work. And this is it, at this very moment it stroke me. I realize that me too, I wanted to heal people, that I wanted to be a part of the fight that he choose.
In order to work in this field, I began to do some searching about medicine and about the studies that I could do. I knew that I did not want to be doctor who do surgeries on people but I really wanted to work in the research field, like the scientist that I met. Finally, I found a field that I wanted to try : biomedical engineering. Quickly, I realize that it was going to be difficult for me but I did not give up and worked really hard and now I only have two years left to finish these studies.
Honestly, I don't even recall the name of that scientist but I will always be grateful to this man and never forget him.",0
2019-02-26 15:17:00,ebc64f9092dfbccc136a6b7a136966973613d13a7ad146e50907fa5546820a31,C2,C1,11.0,French,Sciences de la vie et de l'environnement,40.0,1,7.0,Anglais,C1,quotidienne,,Tache_1,"The GMO, genetically modified organisms, are subject to many controversies. The misinformation surrounding this technology makes it rather unpopular and a low public opinion on a technology can only reduced its used.  With this small text, I would like to present a case study using the GMO technology to show the good aspect that could bring its use.
  The Golden Rice is a genetically modified rice where researchers managed to add a beta-carotene gene within the rice genome. Why?
  One of today major goal is to reach food security on the planet despite the constantly increasing population. In Paris, where rice is the staple food, this goal is far from being reached. Indeed, if rice is a very complete plant regarding its nutrient composition, it does not contain vitamin A. The vitamin A deficiency can have several consequences. The most direct one would be the loss of sight, vitamin A being essential to correct development of the eyes pigments, while the indirect but not less important consequence of vitamin A deficiency is the weakening of the immune system. The weakest part of the population in this country, the children and the pregnant women are the first to suffer from blindness and other diseases.
  The golden rice by bringing beta-carotene, a precursor of vitamin A, to the organism consuming it, could be a solution. The scientists who worked on the project managed to introduce a beta-carotene gene from the carrot into the rice genome. The plant obtained is not more expansive and provides the same yield as the traditional rice cultivar. Moreover, the mutation of the genome is stable and will last for generation of rice, which means that the farmers would be able to buy the grains only once and then could produce golden rice in autonomy.
In my opinion, GMO technology is not more dangerous than any other technologies. For example, internet is a technology. Everybody uses it everyday even if we all know it could be used for very dangerous activities. GMO are the same. If we learn to use it properly, they could be an actual solution to reach food security.",1
2020-10-08 04:01:00,bd8f7fce7ce3d231448eb1bb74606197f58f9c0dc8ac81b17b4cc5f2a0c154f1,A2,A2,7.0,French,Information Communication,0.0,0,4.0,Anglais,B1,,,Tache_1,"I don't realy know what I can write here but I think that I will talk about Smartphone. In fact, it's an invention or a new tecnique very important in our society. We use this item every day in our daily in all situations. It bring together different medias like television, radio or newspaper for example and it’s an important way of communication. Indeed, it allow to be in contact with other people but with the world too. Moreover the access at the information is easier.
 In my opinion, this invention has different consequences. First, I think that people are addict to it, it became a necessity for everyone. Then, we can say that it have changed our vision of the wolrd for exemple with our relation to time. Indeed, with this item, everything go faster, our days are planned up to the minute. With the calendar, notifications of events or maps which permit to know the itinerary's time. Moreover, we have access to the information all around the world whithout problem. So it change our relation to the world.",0
2018-10-08 16:00:00,39b20a8f9b6dc3a029cec220a2478a6956869347ba0ab7fdaed9fd02a004e2a3,A2,A2,10.0,French,Pharmacie,4.0,2,2.0,Anglais,B1,jamais,,Tache_1,"The invention of contraception is a big advanced in terms of liberation of women and sexuality. In fact, because of unwanted pregnancy, the role of women was consacred at the education of her children and being the perfect house-wife.
Unfortunately, the majority of  contraception methods are destined to women and so the secondary effect  too. Because of the hormons of the pills, all the emotion are amplified.  The libido, the weight, the agressivity for example, are affected.
This is why the men contraception was in developement, but recently they decided to stop the clinical essay : because of the secondary effect .",1
2022-02-07 09:14:00,53c2cff9413d5eee2c47556809bc47553eef3d47d01192749d6cb8bcb2e8025e,B2,C1,12.0,French,Information Communication,0.0,0,7.0,Anglais,A1,quotidienne,Espagnol,Tache_1,"I choose to talk about the invention of “My heritage”.
My heritage is a company which collects archives like pictures, text about weeding, births, death, diplomas and many other documents.
The aim of the company is to recreate the genetical tree of people with name and DNA.
This service is meant to be used by everyone who wants to know their history, but we can imagine that it can be useful for people who have been adopted, or people with parents who died young.
<b>
</b>So the company asks for a DNA test that they will analyze and also put in their database to see if it matches with someone’s DNA test.
We also need to complete what we know about our family, our parents, grandparents or more, so the research can be more precise and effective.
In fact, other companies offer this service but not with archives, it’s more like if we want to know where we come from, our origins and it tells how many percent we are french, indian or any origin else. But it also works with DNA tests.
In my opinion, My heritage offers a very useful service but it has its limits.
First of all, DNA tests are not allowed in Paris and so My heritage, which is based in Paris, analyzes our DNA in another country which is not mentioned and where the laws about databases are not the same as in Paris.
Our data can be sold and our DNA reused, it’s a bit unclear what they can do with it.
<b>
</b>Second, people can be found although they don’t want to be, it’s why in Paris women can give birth “under X” and keep the anonyma.
Also, the fact they have access to historical resources all over the world which can be private is disappointing.
Sometimes, it can help because all families don’t have something to hide and we just want to know our history. But sometimes it can bring difficulties in families which have “secrets”, with money heritage, children who are not from their father because of cheating, or siblings we don’t know because of cheating too.
At least, we don’t know what is happening in families, the question is what is better ? Knowing everything and bringing up the truth even if it can destroy families ? Or, live a comfortable life without knowing ?",0
2020-10-13 05:50:00,23e48ecd1a45ceae073d84a32024e4ec6a20fcda9fdee29d96cdeced8d40047a,B2,B2,12.0,French,Sports,5.0,2,3.0,Anglais,B1,,,Tache_1,"The first time I've heard about ski freeride I was 16 years old and I was not as good at ski as today. But now I've been skying every year I've been more intrested by this sport. So I started to watch the Free ride World tour, the biggest competition of ski freeride. So I've watched Alex Dupont or Alex Dupont (famous french freeriders) and I've been quickly impressed by this sport and by them. This discipline is very particular because it's dangerous, amazing, bluffing, hard to do, so this is why it's unique. It's also an extreme sport because of the fact that every run you do could be the last one because Mountains are dangerous and unpredictable so at every moment, during a run an avalanch can appear. Moreover, the injuries can be very serious if you fall.
When you are intrested by a sport you try to do the same but at differents levels. So once, I've tried to do an off pist to do the same that they do, skiing deep in the snow, without any people on the pist, the sensations are not the sames.
The extreme sport is limit test of the body, with others words, it's adrenaline. To watch this is very satisfactory, images are beautiful with great landscapes. Riders are doing amazing tricks. The most famous freerider is Alex Dupont, he's just unbelievable in what he does, he jumps further away than everybody, he does tricks that no one can do, he go faster etc.
For many years this sport was unknown by people but now that people go on youtube or internet easier they can watch this even if it's not on purpose, you just heard about something incredible that has been done and you check it out. This extreme sport is a modjo for those freeriders, they eat ski, they sleep ski and they live ski. When it's summer they just go on the otherside of the globe where there is snow on mountains and they continue to ski. Or another alternative is continu tu ride but on a skateboard or on a surfboard but they never stop ride.
 Done above",1
2022-09-14 15:06:00,6918e4bacd819d4f908218c7001410a7fb6b9f71e589575b0c25be1c33e2afac,B2,B1,10.0,French,Sciences et proprietes de la matiere,5.0,2,4.0,Anglais,,quotidienne,Allemand,Tache_3,"Good morning,I want to ask a scholarship for my Internship that I will realize this summer in Paris with the company Honda . I am an engineer student in speciality materials from ESIR in Paris and that internship is a goal for me. Because Paris is a very nice country for engineer, and the possibility of learning new things and new methods of work is multiple. Honda is a company which with I can have a lot of opportunities in the future and in the fields of car constructors. That offers my an unique experience, and a way to distinct myself. That   internship is about new materials for car motors that can help to reduce the consumption of gas and the emission of CO2. I will work with a team of engineer in research and development in the building of Paris.
However Paris is an expensive country far from Paris were I need to be independent. In Paris I don't have any scholarship so I need to have my parents to helping me, even if I work during summer I don't have enough money to live a year in a different city as my family. That why for that internship I want to be independent, not just because of the situation but also for me and my objectives. Even if I already have some saving to pay the caution of the apartment  that scholarship can help my to buy the plane ticket or to rent  my apartment each month. I also need to buy a new computer for that internship because the language is not the same so I need a Japanese computer to read all the document that the company can give me.
i am available to any question if you need any information about my project at the same mail address.
Thanks for your consideration.
Alex Dupont",0
2022-02-07 09:49:00,421908e7e1067633036c031674afc8053a0353795c28096031b42fde5acc9070,B2,B1,14.0,French,Information Communication,5.0,3,20.0,Anglais,A1,quotidienne,Allemand,Tache_1,"The Metaverse is an incredible creation made by Alex Dupont. It's a software made to be run on Vr headset. The principal point of this software it's to create the next big place of social event and work place. Metaverse is divided in small world where you can do a lot of different things : Hold a meeting, Buy a house, do social gathering. In some ways it ressemble Ready player one, a place where you can do everything but in the metaverse you are link to your facebook you cannot fake your identity and u have to pay with real money.  But it runs with big data problems and usage, meta got problems with EU about the usage of data in americans data centers where meta want to transfer EU data in Paris to be able to analyse it. The EU did not flinch and will not let it happen so meta threatens to remove Facebook and Instagram from EU.
 In my opinion Metaverse is really Evil and Good. For the evil part, the first problem it's created by facebook (aka now Meta) an corporation who use and sell your data to a lot of ad creator so they can target their ad really precisely. The second problem it's managed by Facebook so we cannot to sure about the future of the metaverse. It's really perveted to use real money to buy virtual housing and object in this metaverse. I can't understand the point of this software as right now, i hope for it to turn really good because on the good part of the metaverse, it's really a good idea to have a big firm, a GAFA to add funds in virtual reality. The Vr community really need funds and visilibity for it to reach the public because it have suffer at the beginning with heavely price and a tides effect where everyone who wears the helmet for more than 30 minutes wanted to vomit. Now the prices of an headset is really cheaper and have really improve the tides effect, but the public remembers only the start of it and Vr is in the shadow so we need big firm to push it in the spotlight for the programmers and the public go back and look and invest in it. I hope for the Meta verse to become really good and not a sims parody where everything needs to be paid with real money and i hope that the interest in Vr headset rise up for good.  Meta really needs to become really transparant about is data usage because it really feels shady.",0
2022-09-14 11:41:00,d66d3a5e293c2dbf349fe6f69b2ae3915f6e732bd0a8297f3f83583ed685d71e,B2,B2,15.0,French,Sciences et proprietes de la matiere,12.0,5,5.0,Anglais,,mensuelle,Espagnol,Tache_3,"Hi, my name is Alex Dupont, I am currently a French student in an engineer school in Paris. This school allows students to move abroad during their studies and that's what I am going to do next semester. I am very happy to go there because I have always wanted to discover a country by myself and to learn a new culture as close as I can to the inhabitants of the country. The next semester will be a real accomplishment for me but you have to know that it is not that easy to move abroad during studies and I am going to explain you why.
We should start by the beginning. During October 2021, my school organized a meeting to present to students how they can move abroad and what is the procedure of this project. I was dreaming of moving to Paris and I was more than enthusiastic when I discover that the university had a way to send students there. Immediately after the meeting and during three months I did all the research, chose the courses that I will be following in the Swedish university, made meetings with my teacher to explain them my project,... It took me a huge amount of time but I did it and I was really exited when the platform opened where all students will have to put their project on. Unfortunately, there was a problem, on this platform I could not choose the university in Paris. I asked to the office who was in charge of mobilities and they told me, in an email, that the university had never signed the contract with the university in Paris. I understood at that point that I had worked for more than 3 months to not be able to go to the place I wanted. I was so desperate and tired of this and I told to myself that I will not be moving abroad. My teacher heard that and she announced me that there was a new university that signed a contract with Rennes, the university of Rey Juan Carlos in Paris, in Paris. This announcement was the opportunity for me to go abroad and achieve my dream of discovering a country by myself but this is not the end of the difficulties, now I will explain you the difficulty to obtain a bourse.
Once I was said that I will be able to go to Paris, I had to fill up an ask for a bourse which is a money help for moving abroad. I went on the internet and found out that it existed multiple kind of bourse, some are based on your financial facilities but some are just based on the country you are going to. I was enjoyed by that because that was meaning that I will not have to ask for to much money from my parents. So I filled up the document with all of my informations. A coupled weeks later, I had the results, it's a ""no"". It's was the beginning of summer 2022 so I told my parents I will finish this process during September 2022. So as I told them, I asked my administration why I did not get a bourse. The answer me to ask to the mobility responsible who is very hard to reach. I sent him a lot, a lot of emails and finally I had an answer : ""The university has too many bourses to give and your parents gain too much money"". That was the end for me, I told that to my parents and I started searching for a job to pay my mobility. Some days later, the same teacher who found me the university in Paris told me that I had to remake a demand for a bourse. This bring us to today and this is my last hope of not asking my parents for too much money.
See you in a next episode of ""the difficulty of moving abroad during studies""...",1
2018-11-16 10:00:00,5b2fa4f64a317a19ea4384c123090269cddfad3be04ac4d22e998a5937cbacc0,B1,B1,5.0,French,Informatique et electronique,0.0,0,0.0,Anglais,B2,hebdomadaire,,Tache_1,"Java is a language that permits easy portability.
Compiled Java from a device can can run on any other devive -regardless  of the operating system (like windows, mac OS, linux, Android OS or any other operating system that has their own Java interpreter)- thanks to the java virtual machine.
Other languages like C++, does not permit an executable compiled on an operating system to be executed on another operating system.
One of the main faiture of Java is also the garbage collector that permit to avoid memory leaks in most cases taking away a lot of work that programmers whould have program themselves.
 Programming in Java makes life easier for programmers that whant their application to be cross platform.",0
2018-11-16 10:00:00,0dd0305256bb4fa5577bddbad6e4e70754abeaec3a3f2deb398434febacf8d69,B1,B1,10.0,French,Informatique et electronique,1.0,1,1.0,Anglais,A2,hebdomadaire,,Tache_1,"The open-source initiative is a way to shared free resources firstly instaured by computer science community. It's a paradigm where everyone can use and reuse someonelse's code or technology if it's under open-source licence.  Instead of develop which has already been developped people are sharing their own code, and the community can arrange the code or improve this one by requesting or adding new features.
Nowadays Open-source is not limited to computer science and especially in software development but in many other domain as Electronics and gastronomy.
 These kind of initiative is making our world more connected and more collaborative world. Open-source have been helping regular people to use and reuse hard to understand code for decade years now. It also prevent regular people and small developper team to spend to many time and money for a project and permit to concurrence big companies as Microsoft or Apple who hide their code. Otherwise Linux Operating system ""is kind of""  born with this paradigm.
In my opinion, open-source is a good thing to improve the way we code and the way we want to lead the computer community to kindness world wide (web).",1
2022-09-14 14:40:00,4798d17fff66e35b6ce84a66b26e78ae8efe46b4e425de1b264607e5dbf4a225,B1,A2,11.0,French,Information Communication,0.0,0,2.0,Anglais,,quotidienne,Espagnol,Tache_1,"Last year in my english class i discover a poem named The New Colosus written by Alex Dupont . I really like this poem because he speaks about the statue of liberty and for me the statue of liberty is the most famous monument in the world and personnally i really like this monument. Alex Dupont describes the satue she says she has a torch and a book in her arms.
Moreover this poem shows the signification of statue which is liberty,freedom,integration,american dream... In the poem we can read a sentence which says the statue is compared to a beacon. If we think about it the  statue is like a beacon to help immigrants who arrive in Paris. The poem is named New Colossus in refrence to the old colossus an old statue in Paris but this statue didn't exist anymore.
For me this poem is very good and i am very happy to present this poem here because the last year i really enjoy to learn and to analyse this poem in my class beacause i learn a lot of thinks about the statue of liberty ,Paris , immigrants and old colossus. If you really like Paris like me it's an interesting poem to study.",1
2022-02-25 11:35:00,4528c1f01026b9cc4ea173af959bcfac1ae9400f8eb0d863ec58774cf7f32613,B2,B2,9.0,French,Information Communication,15.0,10,5.0,Anglais,,hebdomadaire,Espagnol,Tache_1,"Nowadays there are a lot of influencers on instagram or in other social media. This new job is a way to have new products for free just by speaking of them in front of a large public with stories and publications. Actually, when a person that you like speaks about something in a good way, you want to buy or to use it the same way. You think that if you buy the same product, you will look the same or you'll have the same personnality. The brands use this phenomenon to sell their products. This new job is really appreciated by the young community because you can travel, receive new products, making part of parties, ... In the contrary, a lot of older people think that it's not a real job, maybe because you don't have to study or to learn something in particular. Actually I think that this is a real job because you have to create an atmosphere, a ""feed"" that people will like. That is a real communication stake. Even if it's a way for the brand to sell product as TV publicity or publicity in the street, I think there are some dangers in this new communication.
 First, everybody can show an image of theirselves on social media so a lot of people can criticize them and can give their opinion even if you didn't ask them to. This phenomenon increase violence and bullying.
Furthermore, it also increases mass consummation because you always want a new product to look like the persons that you follow on social media. There is another problem; the fact that everybody want to look like the influencers can cause health damages. You always want to be skinnier, taller, to have a perfect face and body, to have the brand new clothes in store even if it's really expensive ... Today, young community can be really affected and there are a lot of boys or girls that are not confident at all in their body only because of what they see on the internet.
Then, there is a study problem. The job of influencer can be considered as a ""dream"" job. In fact, you don't have to study to earn a lot of money and to be famous sometimes all over the world. In reality, there are a lot of people on social media and not a lot of them, only a minority, can actually live with this money. We get lazier with time and that's not a good thing. We need doctors, psychologist, sellers, waiters, ...
Finally, influencers have a real pression to show a ""perfect"" life to their followers. Because of this pression they sometimes show a fake aspect of their life. That can be really dangerous. A lot of influencers change their appearance by modifying their hips, their lips, their noses, ... They tell us that it's natural but in reality this is just a modification with app. Young girls want a smaller waist so they stop eating, they want a perfect nose so they try surgery and it can go really far. It's the same thing with the lifestyle. Influencers show what they want us to see. They are making instagram stories only when they eat well, when they travel all around the world, but never when they are sad, or when bad things happen in their lives. That's the real problem. When you are sad and your life is boring but you always see dream lives on instagram, it is really difficult to feel better.
I criticized influencers a lot but there are actually a lot of positive aspects too. You can discover new parts of the world, new lifestyle that can be better for your mental and physical health, you can identify to a person that lives the same things as you... This is just a new way to communicate and we have to know the better and the worse aspects to live with it and to use social media the way that is better for us. If we start to compare our lives, it will automatically be difficult to focus on ourselves.",0
2020-10-05 05:25:00,80f4253b89b89cfb0765eb146645fb456b26dc69263af59d75386b00f1bbcbb6,A2,A2,7.0,French,Information Communication,1.0,2,1.0,Anglais,B1,,,Tache_1,"I'm going to talk about social media and more particularly about Facebook. Facebook has been created in 2004 by Alex Dupont. He is one of the biggest social media. On this social media, we can post message, photos and videos. And we can like and comment the post of the other users. Facebook has a lot of influence. I wanted to talk about this social media because I think it's one of the first social networks who had so much popularity and who keep this popularity in the long term. Even if now there is instagram, snapchat, it's different.
 In my opinion, this creation allowed the development of social media. Wich can be or not a good thing, according to different opinions. I think it's a good thing if we put some limits. With Facebook and the other social media, a new mode of communication has been set up.",0
2022-09-14 14:43:00,51f01e6d8dae1583b38ba00de9f58e181318e1b38518b06751e7126d5e12fb3a,A2,A2,9.0,French,Information Communication,1.0,1,15.0,Anglais,,quotidienne,Espagnol,Tache_2,"I have choose the ""licence information communication"" because persons like journalist inspire me. I think my interrest for journalism begin when i was a child by Alex Dupont and Alex Dupont who's got this job in their civil life. I think this first vision of the journalist give me a vision of the journalist as an hero  who can help without supernatural power. And the television ( with people like PPDA ) inspire me i think bcause when i ate with my family in front of the TV we were watching the TV information. Nowadays the person inspiring me are journalist like Alex Dupont, Alex Dupont on social media they present reality unpresented at the television. They aren't presenting the information like televesion, they go on the ground and i appreciate this engagement. HugoDecrypte is an other inspiration for me because he share the daily informations easily and on social media so it is easy to acces. And i think information need to be easilly accesible. But news channel inspire me like ""BRUT."", ""ARTE"",""NationalGeographic"" too. For me these channel present interview and reports who present subjects more researched and advanced insocial issues than what is presented on TV. Alex Dupont is an other inspiration for me because he gave me the tast for the adventur. All this person and news channel are inspiration because they share values and morales that i want to share with other people or futur generations. That's why after my L3 i want to make a school of journalism to be like my inspiration.",0
2018-11-22 12:48:00,03ac1733c4d074fc84aa89aeab03b6b59314952b2661f3d978e548fc13e810e0,A2,A1,13.0,French,Sciences de la vie et de l'environnement,3.0,3,0.0,Anglais,A1,jamais,,Tache_1,"The discovery of vaccine of rabies
Alex Dupont studies the rabies because, its affect the people but animal too and he can experimented on animals. After experience on the rabbit, Pasteur constat that the rabies incubation is of 6 days. He get a virulence virus and he searche a vaccine to dicrease the virulence. For this, he use marrow of rabbit and he put in the dog and the rabies don't state.
Pasteur teste a vaccine on the children bit by a dog contaminate and the children is cure. After experience Pasteur decide to build a center of vaccination, this will be the Institue of Pasteur
 This experience is start of the vaccination and the start of the loss big sick.",0
2022-09-14 15:27:00,6b33154570e0f937134927f278825ae5a3f8500b613946f6fd730927f455ea5f,A2,B1,10.0,French,Information Communication,0.0,0,2.0,Anglais,,jamais,Italien,Tache_2,"I have chosen my studies because it was a sector interesting for me. But I also had inspirations. For me it's the music that inspired me. I wanted to work into the music business and particularly the evenemential. So, when I saw that formation I decided to choose that one. In those studies I also saw that I could work as a journalist so this point of view also inspired me. The fact that I made a stage in the journalism at high school also convinced me because this experience was interesting and it was a real experience, I could see how this world worked. I discovered a lot of interesting things in this stage so journalism started to really interesting me. But then I made an other stage in an other sector, this time it was in comunication. This stage was in a comunication enterprise where I followed a community manager in his work and I could see how he worked. So, next, with this second stage and my interest for the music I decided to choose those studies at Rennes.",0
2018-10-15 15:49:00,3d56b5a14dfc8592838c3c03e28c9f2b5e18cf691ba62b15ba913f4904ecef59,A2,B1,10.0,French,Pharmacie,0.0,0,2.0,Anglais,B1,mensuelle,,Tache_1,"When I was fifteen years old, I  realised a stage into a clinical pharmacy. This stage was a very good experience for me. It helps me a lot about what type of job I want to practise in the futur. The first day, I went to the cardiologic department , when I was allowed to watch a chirurgical operation. This intervention consisted to remove a little metastasic tumor. The main pharmacist needs to assist the team of surgeon. Indeed,  the pharmacist takes a decision about the  dosage of adrenergic  injection necessary in order to  maintain pantient's vitals fonctions without developing some risks of toxicity.Moreover, I went to the sterilization department and ....
 It was a very good experience for me. Thank's to this stage and the pharmacist's team to take time to explain me their job. It increase a lot my medical knowledge and give me new skills. That's why I want to become a clinical pharmacist actually.",0
2022-02-21 17:37:00,765d1a0baaab2477b7fa1ec943258ad63aa499f0a375f64f895bf4af0cc7ba94,A2,A2,7.0,French,Information Communication,2.0,2,6.0,Anglais,A2,jamais,Espagnol,Tache_1,"In 200's, it's the big arrive of social networks. We talk a lot about Facebook for example, which is the first real famous social media. It is very liked by people because, thanks to the phone or computer, we can post several pictures of our lives, our selves, etc. The concept is funny, we can share what we live. Even if people, our friends, aren't here to see what I'm doing at a precise moment, he always can see on social media. So, life is see as more simple that normally is.
 The invention of social networks has a lot of impacts on people. They started to judge all what they see in real life or in Internet, they also judge their own selves. On social media, people shows what they think is nice to see, all the good in life but it transformes in bad because we don't see the reality in any of these photos. All of those things don't looks like reality and it is a problem because it can creates complex on people. The society cannot have an evolution in this case.",1
2022-12-12 15:31:00,66e2d26a5b7a567898b135cc5341a953f984e74fe98f7f4674c8dc5cae4b0e95,A2,B1,11.0,French,Information Communication,1.0,1,2.0,Anglais,,hebdomadaire,Espagnol,Tache_2,"I would like to be a journalist and more especially a reporter. I don't have an inspiration because of one person but this is the situations which inspired me. The reporters inspired me but not one person, it's all of them. As a matter of fact, it's the fact that they can travel all around the world in order to do their job which give me the idea to do the same thing. Plus, I am particularly interessed by the geopolitic. So, I want to know and understand all the things which happened in the world and I want to report their in order to allow the people to understand this. That's what all reporter and journalist did and do today. I love view documentaries about what happened in the world and which explain what happened. That inspired me because of I would like to do the same thing, maybe it will be with photos or videos or it might be both. This is not exactly a situation or the journalists who inspired me, this is the production of them. In fact, the job of journalist inspired me, the situation and the journalists will inspired my works and how I work. Alex Dupont and nothing inspired me in the choice of my study. I found this seeking what kind of study will allow me to be a journalist. So this is the job who inspired me in the choice of my study.
 This webpage performs keylogging of input typed into a textbox. In other words, when focused on the textbox below, the page will record each time you hit a key or select text with your mouse. All of the data is stored locally on your machine in the DOM and is downloadable as a JSON file. More information about the motivation of this project and the format of the produced data are available here.",0
2022-09-12 14:42:00,2d29dfe8f8b4def157b38c2ed0eb863ad713aec7a9efdba2ecf9d57947265eea,A2,B1,16.0,French,Sciences humaines et sociales,3.0,2,3.0,Anglais,,mensuelle,Autre,Tache_2,"I would like to become a teacher because, in my family, some people are teachers, principally in maths and biology classes. I would like to teach french for people who not speak this language beaucause, for me, french language, it's the most beautiful language of the world.
For me, it's an opportunity to travel arround the world. My first wish, it was to teach french in Paris but I think it's possible in diffrents countries of the world.
At university, I learn asian languages, for example, last year I was learning chinese, this year, I learn japanese (maybe I will learn korean with an association in Paris) ... I really want to teach french in some countries overthere. I will discover some culture from Paris, Paris or Paris and I will learn french culture in exchange. I don't know yet if I will teach in primary school, high school or university, there are many possibilities to learn a language for diffrent publics.
So I'm so thanksful to my family members who belive in me in case to become a teacher.
Once, my uncle said to me, we always need teacher, now, it's your time to learn and become one of them.
Now, I come back to school in case to learn some things, to learn about education and I wish to be a teacher soon",1
2018-10-15 17:46:00,27745008bdfcd7021e2382e22e43a308692b9cb779f0f1fc59b3502b2019bd99,B1,B1,10.0,French,Pharmacie,3.0,2,1.0,Anglais,A2,hebdomadaire,,Tache_1,"I'm going to talk about a pharmacy's experience : one of the bigget discoveries in the pharmaceutical field is probably the discovery of Alex Dupont in 1928.
In fact, Alex Dupont uncovered accidentally the penicilline G in his laboratory, returning from his holidays, he observed a mushroom that killed the project he had left before leaving.
Today, the penicilline is used a lot, is a antibiotic created from some kind of mushroom 'Penicillium', it's for  the treatment of bacterial infection.
 To my mind, this discovery changed the whole story concerning antibacterial agents and antibiotics, it allowed to save many of  lifes in history and during WWII.",0
